id1,id2,weight
M50,Block M50-M54,1
M50,ICD10,1
M50,Chapter XIII,1
Block M50-M54,ICD10,1
Block M50-M54,Chapter XIII,1
M501,Block M50-M54,1
M501,ICD10,1
M501,M50,1
M501,Chapter XIII,1
M502,Block M50-M54,1
M502,ICD10,1
M502,M50,1
M502,Chapter XIII,1
M503,Block M50-M54,1
M503,ICD10,1
M503,M50,1
M503,Chapter XIII,1
M508,Block M50-M54,1
M508,ICD10,1
M508,M50,1
M508,Chapter XIII,1
M509,Block M50-M54,1
M509,ICD10,1
M509,M50,1
M509,Chapter XIII,1
M510,Block M50-M54,1
M510,Chapter XIII,1
M510,M51,1
M510,ICD10,1
M51,Block M50-M54,1
M51,ICD10,1
M51,Chapter XIII,1
M5116,M511,1
M5116,M51,1
M5116,ICD10,1
M5116,Block M50-M54,1
M5116,Chapter XIII,1
M511,Block M50-M54,1
M511,Chapter XIII,1
M511,M51,1
M511,ICD10,1
M5119,M511,1
M5119,M51,1
M5119,ICD10,1
M5119,Block M50-M54,1
M5119,Chapter XIII,1
M512,Block M50-M54,1
M512,Chapter XIII,1
M512,M51,1
M512,ICD10,1
M5137,M51,1
M5137,ICD10,1
M5137,M513,1
M5137,Block M50-M54,1
M5137,Chapter XIII,1
M513,Block M50-M54,1
M513,Chapter XIII,1
M513,M51,1
M513,ICD10,1
M514,Block M50-M54,1
M514,Chapter XIII,1
M514,M51,1
M514,ICD10,1
M518,Block M50-M54,1
M518,Chapter XIII,1
M518,M51,1
M518,ICD10,1
M519,Block M50-M54,1
M519,Chapter XIII,1
M519,M51,1
M519,ICD10,1
M5300,M530,1
M5300,ICD10,1
M5300,Block M50-M54,1
M5300,M53,1
M5300,Chapter XIII,1
M530,Block M50-M54,1
M530,ICD10,1
M530,Chapter XIII,1
M530,M53,1
M53,Block M50-M54,1
M53,ICD10,1
M53,Chapter XIII,1
M5301,M530,1
M5301,ICD10,1
M5301,Block M50-M54,1
M5301,M53,1
M5301,Chapter XIII,1
M5302,M530,1
M5302,ICD10,1
M5302,Block M50-M54,1
M5302,M53,1
M5302,Chapter XIII,1
M5303,M530,1
M5303,ICD10,1
M5303,Block M50-M54,1
M5303,M53,1
M5303,Chapter XIII,1
M5304,M530,1
M5304,ICD10,1
M5304,Block M50-M54,1
M5304,M53,1
M5304,Chapter XIII,1
M5305,M530,1
M5305,ICD10,1
M5305,Block M50-M54,1
M5305,M53,1
M5305,Chapter XIII,1
M5306,M530,1
M5306,ICD10,1
M5306,Block M50-M54,1
M5306,M53,1
M5306,Chapter XIII,1
M5307,M530,1
M5307,ICD10,1
M5307,Block M50-M54,1
M5307,M53,1
M5307,Chapter XIII,1
M5308,M530,1
M5308,ICD10,1
M5308,Block M50-M54,1
M5308,M53,1
M5308,Chapter XIII,1
M5309,M530,1
M5309,ICD10,1
M5309,Block M50-M54,1
M5309,M53,1
M5309,Chapter XIII,1
M5310,M531,1
M5310,ICD10,1
M5310,Block M50-M54,1
M5310,M53,1
M5310,Chapter XIII,1
M531,Block M50-M54,1
M531,ICD10,1
M531,Chapter XIII,1
M531,M53,1
M5311,M531,1
M5311,ICD10,1
M5311,Block M50-M54,1
M5311,M53,1
M5311,Chapter XIII,1
M5312,M531,1
M5312,ICD10,1
M5312,Block M50-M54,1
M5312,M53,1
M5312,Chapter XIII,1
M5313,M531,1
M5313,ICD10,1
M5313,Block M50-M54,1
M5313,M53,1
M5313,Chapter XIII,1
M5314,M531,1
M5314,ICD10,1
M5314,Block M50-M54,1
M5314,M53,1
M5314,Chapter XIII,1
M5315,M531,1
M5315,ICD10,1
M5315,Block M50-M54,1
M5315,M53,1
M5315,Chapter XIII,1
M5316,M531,1
M5316,ICD10,1
M5316,Block M50-M54,1
M5316,M53,1
M5316,Chapter XIII,1
M5317,M531,1
M5317,ICD10,1
M5317,Block M50-M54,1
M5317,M53,1
M5317,Chapter XIII,1
M5318,M531,1
M5318,ICD10,1
M5318,Block M50-M54,1
M5318,M53,1
M5318,Chapter XIII,1
M5319,M531,1
M5319,ICD10,1
M5319,Block M50-M54,1
M5319,M53,1
M5319,Chapter XIII,1
M5320,ICD10,1
M5320,M532,1
M5320,Block M50-M54,1
M5320,M53,1
M5320,Chapter XIII,1
M532,Block M50-M54,1
M532,ICD10,1
M532,Chapter XIII,1
M532,M53,1
M5321,ICD10,1
M5321,M532,1
M5321,Block M50-M54,1
M5321,M53,1
M5321,Chapter XIII,1
M5322,ICD10,1
M5322,M532,1
M5322,Block M50-M54,1
M5322,M53,1
M5322,Chapter XIII,1
M5323,ICD10,1
M5323,M532,1
M5323,Block M50-M54,1
M5323,M53,1
M5323,Chapter XIII,1
M5324,ICD10,1
M5324,M532,1
M5324,Block M50-M54,1
M5324,M53,1
M5324,Chapter XIII,1
M5325,ICD10,1
M5325,M532,1
M5325,Block M50-M54,1
M5325,M53,1
M5325,Chapter XIII,1
M5326,ICD10,1
M5326,M532,1
M5326,Block M50-M54,1
M5326,M53,1
M5326,Chapter XIII,1
M5327,ICD10,1
M5327,M532,1
M5327,Block M50-M54,1
M5327,M53,1
M5327,Chapter XIII,1
M5328,ICD10,1
M5328,M532,1
M5328,Block M50-M54,1
M5328,M53,1
M5328,Chapter XIII,1
M5329,ICD10,1
M5329,M532,1
M5329,Block M50-M54,1
M5329,M53,1
M5329,Chapter XIII,1
M5330,M533,1
M5330,ICD10,1
M5330,Block M50-M54,1
M5330,M53,1
M5330,Chapter XIII,1
M533,Block M50-M54,1
M533,ICD10,1
M533,Chapter XIII,1
M533,M53,1
M5331,M533,1
M5331,ICD10,1
M5331,Block M50-M54,1
M5331,M53,1
M5331,Chapter XIII,1
M5332,M533,1
M5332,ICD10,1
M5332,Block M50-M54,1
M5332,M53,1
M5332,Chapter XIII,1
M5333,M533,1
M5333,ICD10,1
M5333,Block M50-M54,1
M5333,M53,1
M5333,Chapter XIII,1
M5334,M533,1
M5334,ICD10,1
M5334,Block M50-M54,1
M5334,M53,1
M5334,Chapter XIII,1
M5335,M533,1
M5335,ICD10,1
M5335,Block M50-M54,1
M5335,M53,1
M5335,Chapter XIII,1
M5336,M533,1
M5336,ICD10,1
M5336,Block M50-M54,1
M5336,M53,1
M5336,Chapter XIII,1
M5337,M533,1
M5337,ICD10,1
M5337,Block M50-M54,1
M5337,M53,1
M5337,Chapter XIII,1
M5338,M533,1
M5338,ICD10,1
M5338,Block M50-M54,1
M5338,M53,1
M5338,Chapter XIII,1
M5339,M533,1
M5339,ICD10,1
M5339,Block M50-M54,1
M5339,M53,1
M5339,Chapter XIII,1
M5380,M538,1
M5380,ICD10,1
M5380,Block M50-M54,1
M5380,M53,1
M5380,Chapter XIII,1
M538,Block M50-M54,1
M538,ICD10,1
M538,Chapter XIII,1
M538,M53,1
M5381,M538,1
M5381,ICD10,1
M5381,Block M50-M54,1
M5381,M53,1
M5381,Chapter XIII,1
M5382,M538,1
M5382,ICD10,1
M5382,Block M50-M54,1
M5382,M53,1
M5382,Chapter XIII,1
M5383,M538,1
M5383,ICD10,1
M5383,Block M50-M54,1
M5383,M53,1
M5383,Chapter XIII,1
M5384,M538,1
M5384,ICD10,1
M5384,Block M50-M54,1
M5384,M53,1
M5384,Chapter XIII,1
M5385,M538,1
M5385,ICD10,1
M5385,Block M50-M54,1
M5385,M53,1
M5385,Chapter XIII,1
M5386,M538,1
M5386,ICD10,1
M5386,Block M50-M54,1
M5386,M53,1
M5386,Chapter XIII,1
M5387,M538,1
M5387,ICD10,1
M5387,Block M50-M54,1
M5387,M53,1
M5387,Chapter XIII,1
M5388,M538,1
M5388,ICD10,1
M5388,Block M50-M54,1
M5388,M53,1
M5388,Chapter XIII,1
M5389,M538,1
M5389,ICD10,1
M5389,Block M50-M54,1
M5389,M53,1
M5389,Chapter XIII,1
M5390,ICD10,1
M5390,Block M50-M54,1
M5390,M53,1
M5390,M539,1
M5390,Chapter XIII,1
M539,Block M50-M54,1
M539,ICD10,1
M539,Chapter XIII,1
M539,M53,1
M5391,ICD10,1
M5391,Block M50-M54,1
M5391,M53,1
M5391,M539,1
M5391,Chapter XIII,1
M5392,ICD10,1
M5392,Block M50-M54,1
M5392,M53,1
M5392,M539,1
M5392,Chapter XIII,1
M5393,ICD10,1
M5393,Block M50-M54,1
M5393,M53,1
M5393,M539,1
M5393,Chapter XIII,1
M5394,ICD10,1
M5394,Block M50-M54,1
M5394,M53,1
M5394,M539,1
M5394,Chapter XIII,1
M5395,ICD10,1
M5395,Block M50-M54,1
M5395,M53,1
M5395,M539,1
M5395,Chapter XIII,1
M5396,ICD10,1
M5396,Block M50-M54,1
M5396,M53,1
M5396,M539,1
M5396,Chapter XIII,1
M5397,ICD10,1
M5397,Block M50-M54,1
M5397,M53,1
M5397,M539,1
M5397,Chapter XIII,1
M5398,ICD10,1
M5398,Block M50-M54,1
M5398,M53,1
M5398,M539,1
M5398,Chapter XIII,1
M5399,ICD10,1
M5399,Block M50-M54,1
M5399,M53,1
M5399,M539,1
M5399,Chapter XIII,1
M5400,M540,1
M5400,ICD10,1
M5400,Block M50-M54,1
M5400,M54,1
M5400,Chapter XIII,1
M540,Block M50-M54,1
M540,M54,1
M540,ICD10,1
M540,Chapter XIII,1
M54,Block M50-M54,1
M54,ICD10,1
M54,Chapter XIII,1
M5401,M540,1
M5401,ICD10,1
M5401,Block M50-M54,1
M5401,M54,1
M5401,Chapter XIII,1
M5402,M540,1
M5402,ICD10,1
M5402,Block M50-M54,1
M5402,M54,1
M5402,Chapter XIII,1
M5403,M540,1
M5403,ICD10,1
M5403,Block M50-M54,1
M5403,M54,1
M5403,Chapter XIII,1
M5404,M540,1
M5404,ICD10,1
M5404,Block M50-M54,1
M5404,M54,1
M5404,Chapter XIII,1
M5405,M540,1
M5405,ICD10,1
M5405,Block M50-M54,1
M5405,M54,1
M5405,Chapter XIII,1
M5406,M540,1
M5406,ICD10,1
M5406,Block M50-M54,1
M5406,M54,1
M5406,Chapter XIII,1
M5407,M540,1
M5407,ICD10,1
M5407,Block M50-M54,1
M5407,M54,1
M5407,Chapter XIII,1
M5408,M540,1
M5408,ICD10,1
M5408,Block M50-M54,1
M5408,M54,1
M5408,Chapter XIII,1
M5409,M540,1
M5409,ICD10,1
M5409,Block M50-M54,1
M5409,M54,1
M5409,Chapter XIII,1
M5410,ICD10,1
M5410,M541,1
M5410,Block M50-M54,1
M5410,M54,1
M5410,Chapter XIII,1
M541,Block M50-M54,1
M541,M54,1
M541,ICD10,1
M541,Chapter XIII,1
M5411,ICD10,1
M5411,M541,1
M5411,Block M50-M54,1
M5411,M54,1
M5411,Chapter XIII,1
M5412,ICD10,1
M5412,M541,1
M5412,Block M50-M54,1
M5412,M54,1
M5412,Chapter XIII,1
M5413,ICD10,1
M5413,M541,1
M5413,Block M50-M54,1
M5413,M54,1
M5413,Chapter XIII,1
M5414,ICD10,1
M5414,M541,1
M5414,Block M50-M54,1
M5414,M54,1
M5414,Chapter XIII,1
M5415,ICD10,1
M5415,M541,1
M5415,Block M50-M54,1
M5415,M54,1
M5415,Chapter XIII,1
M5416,ICD10,1
M5416,M541,1
M5416,Block M50-M54,1
M5416,M54,1
M5416,Chapter XIII,1
M5417,ICD10,1
M5417,M541,1
M5417,Block M50-M54,1
M5417,M54,1
M5417,Chapter XIII,1
M5418,ICD10,1
M5418,M541,1
M5418,Block M50-M54,1
M5418,M54,1
M5418,Chapter XIII,1
M5419,ICD10,1
M5419,M541,1
M5419,Block M50-M54,1
M5419,M54,1
M5419,Chapter XIII,1
M5420,ICD10,1
M5420,Block M50-M54,1
M5420,M542,1
M5420,M54,1
M5420,Chapter XIII,1
M542,Block M50-M54,1
M542,M54,1
M542,ICD10,1
M542,Chapter XIII,1
M5421,ICD10,1
M5421,Block M50-M54,1
M5421,M542,1
M5421,M54,1
M5421,Chapter XIII,1
M5422,ICD10,1
M5422,Block M50-M54,1
M5422,M542,1
M5422,M54,1
M5422,Chapter XIII,1
M5423,ICD10,1
M5423,Block M50-M54,1
M5423,M542,1
M5423,M54,1
M5423,Chapter XIII,1
M5424,ICD10,1
M5424,Block M50-M54,1
M5424,M542,1
M5424,M54,1
M5424,Chapter XIII,1
M5425,ICD10,1
M5425,Block M50-M54,1
M5425,M542,1
M5425,M54,1
M5425,Chapter XIII,1
M5426,ICD10,1
M5426,Block M50-M54,1
M5426,M542,1
M5426,M54,1
M5426,Chapter XIII,1
M5427,ICD10,1
M5427,Block M50-M54,1
M5427,M542,1
M5427,M54,1
M5427,Chapter XIII,1
M5428,ICD10,1
M5428,Block M50-M54,1
M5428,M542,1
M5428,M54,1
M5428,Chapter XIII,1
M5429,ICD10,1
M5429,Block M50-M54,1
M5429,M542,1
M5429,M54,1
M5429,Chapter XIII,1
M5430,ICD10,1
M5430,M543,1
M5430,Block M50-M54,1
M5430,M54,1
M5430,Chapter XIII,1
M543,Block M50-M54,1
M543,M54,1
M543,ICD10,1
M543,Chapter XIII,1
M5431,ICD10,1
M5431,M543,1
M5431,Block M50-M54,1
M5431,M54,1
M5431,Chapter XIII,1
M5432,ICD10,1
M5432,M543,1
M5432,Block M50-M54,1
M5432,M54,1
M5432,Chapter XIII,1
M5433,ICD10,1
M5433,M543,1
M5433,Block M50-M54,1
M5433,M54,1
M5433,Chapter XIII,1
M5434,ICD10,1
M5434,M543,1
M5434,Block M50-M54,1
M5434,M54,1
M5434,Chapter XIII,1
M5435,ICD10,1
M5435,M543,1
M5435,Block M50-M54,1
M5435,M54,1
M5435,Chapter XIII,1
M5436,ICD10,1
M5436,M543,1
M5436,Block M50-M54,1
M5436,M54,1
M5436,Chapter XIII,1
M5437,ICD10,1
M5437,M543,1
M5437,Block M50-M54,1
M5437,M54,1
M5437,Chapter XIII,1
M5438,ICD10,1
M5438,M543,1
M5438,Block M50-M54,1
M5438,M54,1
M5438,Chapter XIII,1
M5439,ICD10,1
M5439,M543,1
M5439,Block M50-M54,1
M5439,M54,1
M5439,Chapter XIII,1
M5440,M544,1
M5440,ICD10,1
M5440,Block M50-M54,1
M5440,M54,1
M5440,Chapter XIII,1
M544,Block M50-M54,1
M544,M54,1
M544,ICD10,1
M544,Chapter XIII,1
M5441,M544,1
M5441,ICD10,1
M5441,Block M50-M54,1
M5441,M54,1
M5441,Chapter XIII,1
M5442,M544,1
M5442,ICD10,1
M5442,Block M50-M54,1
M5442,M54,1
M5442,Chapter XIII,1
M5443,M544,1
M5443,ICD10,1
M5443,Block M50-M54,1
M5443,M54,1
M5443,Chapter XIII,1
M5444,M544,1
M5444,ICD10,1
M5444,Block M50-M54,1
M5444,M54,1
M5444,Chapter XIII,1
M5445,M544,1
M5445,ICD10,1
M5445,Block M50-M54,1
M5445,M54,1
M5445,Chapter XIII,1
M5446,M544,1
M5446,ICD10,1
M5446,Block M50-M54,1
M5446,M54,1
M5446,Chapter XIII,1
M5447,M544,1
M5447,ICD10,1
M5447,Block M50-M54,1
M5447,M54,1
M5447,Chapter XIII,1
M5448,M544,1
M5448,ICD10,1
M5448,Block M50-M54,1
M5448,M54,1
M5448,Chapter XIII,1
M5449,M544,1
M5449,ICD10,1
M5449,Block M50-M54,1
M5449,M54,1
M5449,Chapter XIII,1
M5450,M545,1
M5450,ICD10,1
M5450,Block M50-M54,1
M5450,M54,1
M5450,Chapter XIII,1
M545,Block M50-M54,1
M545,M54,1
M545,ICD10,1
M545,Chapter XIII,1
M5451,M545,1
M5451,ICD10,1
M5451,Block M50-M54,1
M5451,M54,1
M5451,Chapter XIII,1
M5452,M545,1
M5452,ICD10,1
M5452,Block M50-M54,1
M5452,M54,1
M5452,Chapter XIII,1
M5453,M545,1
M5453,ICD10,1
M5453,Block M50-M54,1
M5453,M54,1
M5453,Chapter XIII,1
M5454,M545,1
M5454,ICD10,1
M5454,Block M50-M54,1
M5454,M54,1
M5454,Chapter XIII,1
M5455,M545,1
M5455,ICD10,1
M5455,Block M50-M54,1
M5455,M54,1
M5455,Chapter XIII,1
M5456,M545,1
M5456,ICD10,1
M5456,Block M50-M54,1
M5456,M54,1
M5456,Chapter XIII,1
M5457,M545,1
M5457,ICD10,1
M5457,Block M50-M54,1
M5457,M54,1
M5457,Chapter XIII,1
M5458,M545,1
M5458,ICD10,1
M5458,Block M50-M54,1
M5458,M54,1
M5458,Chapter XIII,1
M5459,M545,1
M5459,ICD10,1
M5459,Block M50-M54,1
M5459,M54,1
M5459,Chapter XIII,1
M5460,M546,1
M5460,ICD10,1
M5460,Block M50-M54,1
M5460,M54,1
M5460,Chapter XIII,1
M546,Block M50-M54,1
M546,M54,1
M546,ICD10,1
M546,Chapter XIII,1
M5461,M546,1
M5461,ICD10,1
M5461,Block M50-M54,1
M5461,M54,1
M5461,Chapter XIII,1
M5462,M546,1
M5462,ICD10,1
M5462,Block M50-M54,1
M5462,M54,1
M5462,Chapter XIII,1
M5463,M546,1
M5463,ICD10,1
M5463,Block M50-M54,1
M5463,M54,1
M5463,Chapter XIII,1
M5464,M546,1
M5464,ICD10,1
M5464,Block M50-M54,1
M5464,M54,1
M5464,Chapter XIII,1
M5465,M546,1
M5465,ICD10,1
M5465,Block M50-M54,1
M5465,M54,1
M5465,Chapter XIII,1
M5466,M546,1
M5466,ICD10,1
M5466,Block M50-M54,1
M5466,M54,1
M5466,Chapter XIII,1
M5467,M546,1
M5467,ICD10,1
M5467,Block M50-M54,1
M5467,M54,1
M5467,Chapter XIII,1
M5468,M546,1
M5468,ICD10,1
M5468,Block M50-M54,1
M5468,M54,1
M5468,Chapter XIII,1
M5469,M546,1
M5469,ICD10,1
M5469,Block M50-M54,1
M5469,M54,1
M5469,Chapter XIII,1
M5480,ICD10,1
M5480,Block M50-M54,1
M5480,M548,1
M5480,M54,1
M5480,Chapter XIII,1
M548,Block M50-M54,1
M548,M54,1
M548,ICD10,1
M548,Chapter XIII,1
M5481,ICD10,1
M5481,Block M50-M54,1
M5481,M548,1
M5481,M54,1
M5481,Chapter XIII,1
M5482,ICD10,1
M5482,Block M50-M54,1
M5482,M548,1
M5482,M54,1
M5482,Chapter XIII,1
M5483,ICD10,1
M5483,Block M50-M54,1
M5483,M548,1
M5483,M54,1
M5483,Chapter XIII,1
M5484,ICD10,1
M5484,Block M50-M54,1
M5484,M548,1
M5484,M54,1
M5484,Chapter XIII,1
M5485,ICD10,1
M5485,Block M50-M54,1
M5485,M548,1
M5485,M54,1
M5485,Chapter XIII,1
M5486,ICD10,1
M5486,Block M50-M54,1
M5486,M548,1
M5486,M54,1
M5486,Chapter XIII,1
M5487,ICD10,1
M5487,Block M50-M54,1
M5487,M548,1
M5487,M54,1
M5487,Chapter XIII,1
M5488,ICD10,1
M5488,Block M50-M54,1
M5488,M548,1
M5488,M54,1
M5488,Chapter XIII,1
M5489,ICD10,1
M5489,Block M50-M54,1
M5489,M548,1
M5489,M54,1
M5489,Chapter XIII,1
M5490,ICD10,1
M5490,Block M50-M54,1
M5490,M549,1
M5490,M54,1
M5490,Chapter XIII,1
M549,Block M50-M54,1
M549,M54,1
M549,ICD10,1
M549,Chapter XIII,1
M5491,ICD10,1
M5491,Block M50-M54,1
M5491,M549,1
M5491,M54,1
M5491,Chapter XIII,1
M5492,ICD10,1
M5492,Block M50-M54,1
M5492,M549,1
M5492,M54,1
M5492,Chapter XIII,1
M5493,ICD10,1
M5493,Block M50-M54,1
M5493,M549,1
M5493,M54,1
M5493,Chapter XIII,1
M5494,ICD10,1
M5494,Block M50-M54,1
M5494,M549,1
M5494,M54,1
M5494,Chapter XIII,1
M5495,ICD10,1
M5495,Block M50-M54,1
M5495,M549,1
M5495,M54,1
M5495,Chapter XIII,1
M5496,ICD10,1
M5496,Block M50-M54,1
M5496,M549,1
M5496,M54,1
M5496,Chapter XIII,1
M5497,ICD10,1
M5497,Block M50-M54,1
M5497,M549,1
M5497,M54,1
M5497,Chapter XIII,1
M5498,ICD10,1
M5498,Block M50-M54,1
M5498,M549,1
M5498,M54,1
M5498,Chapter XIII,1
M5499,ICD10,1
M5499,Block M50-M54,1
M5499,M549,1
M5499,M54,1
M5499,Chapter XIII,1
M6000,Block M60-M63,1
M6000,ICD10,1
M6000,M60,1
M6000,M600,1
M6000,Chapter XIII,1
M600,Chapter XIII,1
M600,M60,1
M600,Block M60-M63,1
M600,ICD10,1
M60,Block M60-M63,1
M60,ICD10,1
M60,Chapter XIII,1
Block M60-M63,ICD10,1
Block M60-M63,Chapter XIII,1
M6001,Block M60-M63,1
M6001,ICD10,1
M6001,M60,1
M6001,M600,1
M6001,Chapter XIII,1
M6002,Block M60-M63,1
M6002,ICD10,1
M6002,M60,1
M6002,M600,1
M6002,Chapter XIII,1
M6003,Block M60-M63,1
M6003,ICD10,1
M6003,M60,1
M6003,M600,1
M6003,Chapter XIII,1
M6004,Block M60-M63,1
M6004,ICD10,1
M6004,M60,1
M6004,M600,1
M6004,Chapter XIII,1
M6005,Block M60-M63,1
M6005,ICD10,1
M6005,M60,1
M6005,M600,1
M6005,Chapter XIII,1
M6006,Block M60-M63,1
M6006,ICD10,1
M6006,M60,1
M6006,M600,1
M6006,Chapter XIII,1
M6007,Block M60-M63,1
M6007,ICD10,1
M6007,M60,1
M6007,M600,1
M6007,Chapter XIII,1
M6008,Block M60-M63,1
M6008,ICD10,1
M6008,M60,1
M6008,M600,1
M6008,Chapter XIII,1
M6009,Block M60-M63,1
M6009,ICD10,1
M6009,M60,1
M6009,M600,1
M6009,Chapter XIII,1
M6010,Block M60-M63,1
M6010,M601,1
M6010,ICD10,1
M6010,M60,1
M6010,Chapter XIII,1
M601,Chapter XIII,1
M601,M60,1
M601,Block M60-M63,1
M601,ICD10,1
M6011,Block M60-M63,1
M6011,M601,1
M6011,ICD10,1
M6011,M60,1
M6011,Chapter XIII,1
M6012,Block M60-M63,1
M6012,M601,1
M6012,ICD10,1
M6012,M60,1
M6012,Chapter XIII,1
M6013,Block M60-M63,1
M6013,M601,1
M6013,ICD10,1
M6013,M60,1
M6013,Chapter XIII,1
M6014,Block M60-M63,1
M6014,M601,1
M6014,ICD10,1
M6014,M60,1
M6014,Chapter XIII,1
M6015,Block M60-M63,1
M6015,M601,1
M6015,ICD10,1
M6015,M60,1
M6015,Chapter XIII,1
M6016,Block M60-M63,1
M6016,M601,1
M6016,ICD10,1
M6016,M60,1
M6016,Chapter XIII,1
M6017,Block M60-M63,1
M6017,M601,1
M6017,ICD10,1
M6017,M60,1
M6017,Chapter XIII,1
M6018,Block M60-M63,1
M6018,M601,1
M6018,ICD10,1
M6018,M60,1
M6018,Chapter XIII,1
M6019,Block M60-M63,1
M6019,M601,1
M6019,ICD10,1
M6019,M60,1
M6019,Chapter XIII,1
M6020,Block M60-M63,1
M6020,ICD10,1
M6020,M60,1
M6020,M602,1
M6020,Chapter XIII,1
M602,Chapter XIII,1
M602,M60,1
M602,Block M60-M63,1
M602,ICD10,1
M6021,Block M60-M63,1
M6021,ICD10,1
M6021,M60,1
M6021,M602,1
M6021,Chapter XIII,1
M6022,Block M60-M63,1
M6022,ICD10,1
M6022,M60,1
M6022,M602,1
M6022,Chapter XIII,1
M6023,Block M60-M63,1
M6023,ICD10,1
M6023,M60,1
M6023,M602,1
M6023,Chapter XIII,1
M6024,Block M60-M63,1
M6024,ICD10,1
M6024,M60,1
M6024,M602,1
M6024,Chapter XIII,1
M6025,Block M60-M63,1
M6025,ICD10,1
M6025,M60,1
M6025,M602,1
M6025,Chapter XIII,1
M6026,Block M60-M63,1
M6026,ICD10,1
M6026,M60,1
M6026,M602,1
M6026,Chapter XIII,1
M6027,Block M60-M63,1
M6027,ICD10,1
M6027,M60,1
M6027,M602,1
M6027,Chapter XIII,1
M6028,Block M60-M63,1
M6028,ICD10,1
M6028,M60,1
M6028,M602,1
M6028,Chapter XIII,1
M6029,Block M60-M63,1
M6029,ICD10,1
M6029,M60,1
M6029,M602,1
M6029,Chapter XIII,1
M6080,Block M60-M63,1
M6080,M608,1
M6080,ICD10,1
M6080,M60,1
M6080,Chapter XIII,1
M608,Chapter XIII,1
M608,M60,1
M608,Block M60-M63,1
M608,ICD10,1
M6081,Block M60-M63,1
M6081,M608,1
M6081,ICD10,1
M6081,M60,1
M6081,Chapter XIII,1
M6082,Block M60-M63,1
M6082,M608,1
M6082,ICD10,1
M6082,M60,1
M6082,Chapter XIII,1
M6083,Block M60-M63,1
M6083,M608,1
M6083,ICD10,1
M6083,M60,1
M6083,Chapter XIII,1
M6084,Block M60-M63,1
M6084,M608,1
M6084,ICD10,1
M6084,M60,1
M6084,Chapter XIII,1
M6085,Block M60-M63,1
M6085,M608,1
M6085,ICD10,1
M6085,M60,1
M6085,Chapter XIII,1
M6086,Block M60-M63,1
M6086,M608,1
M6086,ICD10,1
M6086,M60,1
M6086,Chapter XIII,1
M6087,Block M60-M63,1
M6087,M608,1
M6087,ICD10,1
M6087,M60,1
M6087,Chapter XIII,1
M6088,Block M60-M63,1
M6088,M608,1
M6088,ICD10,1
M6088,M60,1
M6088,Chapter XIII,1
M6089,Block M60-M63,1
M6089,M608,1
M6089,ICD10,1
M6089,M60,1
M6089,Chapter XIII,1
M6090,Block M60-M63,1
M6090,M609,1
M6090,ICD10,1
M6090,M60,1
M6090,Chapter XIII,1
M609,Chapter XIII,1
M609,M60,1
M609,Block M60-M63,1
M609,ICD10,1
M6091,Block M60-M63,1
M6091,M609,1
M6091,ICD10,1
M6091,M60,1
M6091,Chapter XIII,1
M6092,Block M60-M63,1
M6092,M609,1
M6092,ICD10,1
M6092,M60,1
M6092,Chapter XIII,1
M6093,Block M60-M63,1
M6093,M609,1
M6093,ICD10,1
M6093,M60,1
M6093,Chapter XIII,1
M6094,Block M60-M63,1
M6094,M609,1
M6094,ICD10,1
M6094,M60,1
M6094,Chapter XIII,1
M6095,Block M60-M63,1
M6095,M609,1
M6095,ICD10,1
M6095,M60,1
M6095,Chapter XIII,1
M6096,Block M60-M63,1
M6096,M609,1
M6096,ICD10,1
M6096,M60,1
M6096,Chapter XIII,1
M6097,Block M60-M63,1
M6097,M609,1
M6097,ICD10,1
M6097,M60,1
M6097,Chapter XIII,1
M6098,Block M60-M63,1
M6098,M609,1
M6098,ICD10,1
M6098,M60,1
M6098,Chapter XIII,1
M6099,Block M60-M63,1
M6099,M609,1
M6099,ICD10,1
M6099,M60,1
M6099,Chapter XIII,1
M6100,Block M60-M63,1
M6100,M61,1
M6100,ICD10,1
M6100,M610,1
M6100,Chapter XIII,1
M610,Chapter XIII,1
M610,M61,1
M610,ICD10,1
M610,Block M60-M63,1
M61,Block M60-M63,1
M61,ICD10,1
M61,Chapter XIII,1
M6101,Block M60-M63,1
M6101,M61,1
M6101,ICD10,1
M6101,M610,1
M6101,Chapter XIII,1
M6102,Block M60-M63,1
M6102,M61,1
M6102,ICD10,1
M6102,M610,1
M6102,Chapter XIII,1
M6103,Block M60-M63,1
M6103,M61,1
M6103,ICD10,1
M6103,M610,1
M6103,Chapter XIII,1
M6104,Block M60-M63,1
M6104,M61,1
M6104,ICD10,1
M6104,M610,1
M6104,Chapter XIII,1
M6105,Block M60-M63,1
M6105,M61,1
M6105,ICD10,1
M6105,M610,1
M6105,Chapter XIII,1
M6106,Block M60-M63,1
M6106,M61,1
M6106,ICD10,1
M6106,M610,1
M6106,Chapter XIII,1
M6107,Block M60-M63,1
M6107,M61,1
M6107,ICD10,1
M6107,M610,1
M6107,Chapter XIII,1
M6108,Block M60-M63,1
M6108,M61,1
M6108,ICD10,1
M6108,M610,1
M6108,Chapter XIII,1
M6109,Block M60-M63,1
M6109,M61,1
M6109,ICD10,1
M6109,M610,1
M6109,Chapter XIII,1
M6110,Block M60-M63,1
M6110,M61,1
M6110,ICD10,1
M6110,M611,1
M6110,Chapter XIII,1
M611,Chapter XIII,1
M611,M61,1
M611,ICD10,1
M611,Block M60-M63,1
M6111,Block M60-M63,1
