id1,id2,weight
F515,Block F50-F59,1
F518,Chapter V,1
F518,F51,1
F518,ICD10,1
F518,Block F50-F59,1
F519,Chapter V,1
F519,F51,1
F519,ICD10,1
F519,Block F50-F59,1
F520,Chapter V,1
F520,ICD10,1
F520,F52,1
F520,Block F50-F59,1
F52,Chapter V,1
F52,ICD10,1
F52,Block F50-F59,1
F521,Chapter V,1
F521,ICD10,1
F521,F52,1
F521,Block F50-F59,1
F522,Chapter V,1
F522,ICD10,1
F522,F52,1
F522,Block F50-F59,1
F523,Chapter V,1
F523,ICD10,1
F523,F52,1
F523,Block F50-F59,1
F524,Chapter V,1
F524,ICD10,1
F524,F52,1
F524,Block F50-F59,1
F525,Chapter V,1
F525,ICD10,1
F525,F52,1
F525,Block F50-F59,1
F526,Chapter V,1
F526,ICD10,1
F526,F52,1
F526,Block F50-F59,1
F527,Chapter V,1
F527,ICD10,1
F527,F52,1
F527,Block F50-F59,1
F528,Chapter V,1
F528,ICD10,1
F528,F52,1
F528,Block F50-F59,1
F529,Chapter V,1
F529,ICD10,1
F529,F52,1
F529,Block F50-F59,1
F530,F53,1
F530,Chapter V,1
F530,ICD10,1
F530,Block F50-F59,1
F53,Chapter V,1
F53,ICD10,1
F53,Block F50-F59,1
F531,F53,1
F531,Chapter V,1
F531,ICD10,1
F531,Block F50-F59,1
F538,F53,1
F538,Chapter V,1
F538,ICD10,1
F538,Block F50-F59,1
F539,F53,1
F539,Chapter V,1
F539,ICD10,1
F539,Block F50-F59,1
F54,Chapter V,1
F54,ICD10,1
F54,Block F50-F59,1
F55,Chapter V,1
F55,ICD10,1
F55,Block F50-F59,1
F59,Chapter V,1
F59,ICD10,1
F59,Block F50-F59,1
F600,Chapter V,1
F600,F60,1
F600,ICD10,1
F600,Block F60-F69,1
F60,Chapter V,1
F60,ICD10,1
F60,Block F60-F69,1
Block F60-F69,Chapter V,1
Block F60-F69,ICD10,1
F601,Chapter V,1
F601,F60,1
F601,ICD10,1
F601,Block F60-F69,1
F602,Chapter V,1
F602,F60,1
F602,ICD10,1
F602,Block F60-F69,1
F603,Chapter V,1
F603,F60,1
F603,ICD10,1
F603,Block F60-F69,1
F604,Chapter V,1
F604,F60,1
F604,ICD10,1
F604,Block F60-F69,1
F605,Chapter V,1
F605,F60,1
F605,ICD10,1
F605,Block F60-F69,1
F606,Chapter V,1
F606,F60,1
F606,ICD10,1
F606,Block F60-F69,1
F607,Chapter V,1
F607,F60,1
F607,ICD10,1
F607,Block F60-F69,1
F608,Chapter V,1
F608,F60,1
F608,ICD10,1
F608,Block F60-F69,1
F609,Chapter V,1
F609,F60,1
F609,ICD10,1
F609,Block F60-F69,1
F61,Chapter V,1
F61,ICD10,1
F61,Block F60-F69,1
F620,Chapter V,1
F620,ICD10,1
F620,F62,1
F620,Block F60-F69,1
F62,Chapter V,1
F62,ICD10,1
F62,Block F60-F69,1
F621,Chapter V,1
F621,ICD10,1
F621,F62,1
F621,Block F60-F69,1
F628,Chapter V,1
F628,ICD10,1
F628,F62,1
F628,Block F60-F69,1
F629,Chapter V,1
F629,ICD10,1
F629,F62,1
F629,Block F60-F69,1
F630,Chapter V,1
F630,F63,1
F630,ICD10,1
F630,Block F60-F69,1
F63,Chapter V,1
F63,ICD10,1
F63,Block F60-F69,1
F631,Chapter V,1
F631,F63,1
F631,ICD10,1
F631,Block F60-F69,1
F632,Chapter V,1
F632,F63,1
F632,ICD10,1
F632,Block F60-F69,1
F633,Chapter V,1
F633,F63,1
F633,ICD10,1
F633,Block F60-F69,1
F638,Chapter V,1
F638,F63,1
F638,ICD10,1
F638,Block F60-F69,1
F639,Chapter V,1
F639,F63,1
F639,ICD10,1
F639,Block F60-F69,1
F640,Chapter V,1
F640,F64,1
F640,ICD10,1
F640,Block F60-F69,1
F64,Chapter V,1
F64,ICD10,1
F64,Block F60-F69,1
F641,Chapter V,1
F641,F64,1
F641,ICD10,1
F641,Block F60-F69,1
F642,Chapter V,1
F642,F64,1
F642,ICD10,1
F642,Block F60-F69,1
F648,Chapter V,1
F648,F64,1
F648,ICD10,1
F648,Block F60-F69,1
F649,Chapter V,1
F649,F64,1
F649,ICD10,1
F649,Block F60-F69,1
F650,Chapter V,1
F650,F65,1
F650,ICD10,1
F650,Block F60-F69,1
F65,Chapter V,1
F65,ICD10,1
F65,Block F60-F69,1
F651,Chapter V,1
F651,F65,1
F651,ICD10,1
F651,Block F60-F69,1
F652,Chapter V,1
F652,F65,1
F652,ICD10,1
F652,Block F60-F69,1
F653,Chapter V,1
F653,F65,1
F653,ICD10,1
F653,Block F60-F69,1
F654,Chapter V,1
F654,F65,1
F654,ICD10,1
F654,Block F60-F69,1
F655,Chapter V,1
F655,F65,1
F655,ICD10,1
F655,Block F60-F69,1
F656,Chapter V,1
F656,F65,1
F656,ICD10,1
F656,Block F60-F69,1
F658,Chapter V,1
F658,F65,1
F658,ICD10,1
F658,Block F60-F69,1
F659,Chapter V,1
F659,F65,1
F659,ICD10,1
F659,Block F60-F69,1
F660,Chapter V,1
F660,ICD10,1
F660,F66,1
F660,Block F60-F69,1
F66,Chapter V,1
F66,ICD10,1
F66,Block F60-F69,1
F661,Chapter V,1
F661,ICD10,1
F661,F66,1
F661,Block F60-F69,1
F662,Chapter V,1
F662,ICD10,1
F662,F66,1
F662,Block F60-F69,1
F668,Chapter V,1
F668,ICD10,1
F668,F66,1
F668,Block F60-F69,1
F669,Chapter V,1
F669,ICD10,1
F669,F66,1
F669,Block F60-F69,1
F680,Chapter V,1
F680,ICD10,1
F680,F68,1
F680,Block F60-F69,1
F68,Chapter V,1
F68,ICD10,1
F68,Block F60-F69,1
F681,Chapter V,1
F681,ICD10,1
F681,F68,1
F681,Block F60-F69,1
F688,Chapter V,1
F688,ICD10,1
F688,F68,1
F688,Block F60-F69,1
F69,Chapter V,1
F69,ICD10,1
F69,Block F60-F69,1
F700,Chapter V,1
F700,ICD10,1
F700,F70,1
F700,Block F70-F79,1
F70,Chapter V,1
F70,ICD10,1
F70,Block F70-F79,1
Block F70-F79,Chapter V,1
Block F70-F79,ICD10,1
F701,Chapter V,1
F701,ICD10,1
F701,F70,1
F701,Block F70-F79,1
F708,Chapter V,1
F708,ICD10,1
F708,F70,1
F708,Block F70-F79,1
F709,Chapter V,1
F709,ICD10,1
F709,F70,1
F709,Block F70-F79,1
F710,Chapter V,1
F710,F71,1
F710,ICD10,1
F710,Block F70-F79,1
F71,Chapter V,1
F71,ICD10,1
F71,Block F70-F79,1
F711,Chapter V,1
F711,F71,1
F711,ICD10,1
F711,Block F70-F79,1
F718,Chapter V,1
F718,F71,1
F718,ICD10,1
F718,Block F70-F79,1
F719,Chapter V,1
F719,F71,1
F719,ICD10,1
F719,Block F70-F79,1
F720,Chapter V,1
F720,F72,1
F720,ICD10,1
F720,Block F70-F79,1
F72,Chapter V,1
F72,ICD10,1
F72,Block F70-F79,1
F721,Chapter V,1
F721,F72,1
F721,ICD10,1
F721,Block F70-F79,1
F728,Chapter V,1
F728,F72,1
F728,ICD10,1
F728,Block F70-F79,1
F729,Chapter V,1
F729,F72,1
F729,ICD10,1
F729,Block F70-F79,1
F730,Chapter V,1
F730,F73,1
F730,ICD10,1
F730,Block F70-F79,1
F73,Chapter V,1
F73,ICD10,1
F73,Block F70-F79,1
F731,Chapter V,1
F731,F73,1
F731,ICD10,1
F731,Block F70-F79,1
F738,Chapter V,1
F738,F73,1
F738,ICD10,1
F738,Block F70-F79,1
F739,Chapter V,1
F739,F73,1
F739,ICD10,1
F739,Block F70-F79,1
F780,Chapter V,1
F780,F78,1
F780,ICD10,1
F780,Block F70-F79,1
F78,Chapter V,1
F78,ICD10,1
F78,Block F70-F79,1
F781,Chapter V,1
F781,F78,1
F781,ICD10,1
F781,Block F70-F79,1
F788,Chapter V,1
F788,F78,1
F788,ICD10,1
F788,Block F70-F79,1
F789,Chapter V,1
F789,F78,1
F789,ICD10,1
F789,Block F70-F79,1
F790,Chapter V,1
F790,ICD10,1
F790,F79,1
F790,Block F70-F79,1
F79,Chapter V,1
F79,ICD10,1
F79,Block F70-F79,1
F791,Chapter V,1
F791,ICD10,1
F791,F79,1
F791,Block F70-F79,1
F798,Chapter V,1
F798,ICD10,1
F798,F79,1
F798,Block F70-F79,1
F799,Chapter V,1
F799,ICD10,1
F799,F79,1
F799,Block F70-F79,1
F800,Chapter V,1
F800,Block F80-F89,1
F800,ICD10,1
F800,F80,1
F80,Chapter V,1
F80,Block F80-F89,1
F80,ICD10,1
Block F80-F89,Chapter V,1
Block F80-F89,ICD10,1
F801,Chapter V,1
F801,Block F80-F89,1
F801,ICD10,1
F801,F80,1
F802,Chapter V,1
F802,Block F80-F89,1
F802,ICD10,1
F802,F80,1
F803,Chapter V,1
F803,Block F80-F89,1
F803,ICD10,1
F803,F80,1
F808,Chapter V,1
F808,Block F80-F89,1
F808,ICD10,1
F808,F80,1
F809,Chapter V,1
F809,Block F80-F89,1
F809,ICD10,1
F809,F80,1
F810,Chapter V,1
F810,Block F80-F89,1
F810,ICD10,1
F810,F81,1
F81,Chapter V,1
F81,Block F80-F89,1
F81,ICD10,1
F811,Chapter V,1
F811,Block F80-F89,1
F811,ICD10,1
F811,F81,1
F812,Chapter V,1
F812,Block F80-F89,1
F812,ICD10,1
F812,F81,1
F813,Chapter V,1
F813,Block F80-F89,1
F813,ICD10,1
F813,F81,1
F818,Chapter V,1
F818,Block F80-F89,1
F818,ICD10,1
F818,F81,1
F819,Chapter V,1
F819,Block F80-F89,1
F819,ICD10,1
F819,F81,1
F82,Chapter V,1
F82,Block F80-F89,1
F82,ICD10,1
F83,Chapter V,1
F83,Block F80-F89,1
F83,ICD10,1
F840,Chapter V,1
F840,F84,1
F840,ICD10,1
F840,Block F80-F89,1
F84,Chapter V,1
F84,Block F80-F89,1
F84,ICD10,1
F841,Chapter V,1
F841,F84,1
F841,ICD10,1
F841,Block F80-F89,1
F842,Chapter V,1
F842,F84,1
F842,ICD10,1
F842,Block F80-F89,1
F843,Chapter V,1
F843,F84,1
F843,ICD10,1
F843,Block F80-F89,1
F844,Chapter V,1
F844,F84,1
F844,ICD10,1
F844,Block F80-F89,1
F845,Chapter V,1
F845,F84,1
F845,ICD10,1
F845,Block F80-F89,1
F848,Chapter V,1
F848,F84,1
F848,ICD10,1
F848,Block F80-F89,1
F849,Chapter V,1
F849,F84,1
F849,ICD10,1
F849,Block F80-F89,1
F88,Chapter V,1
F88,Block F80-F89,1
F88,ICD10,1
F89,Chapter V,1
F89,Block F80-F89,1
F89,ICD10,1
F900,Chapter V,1
F900,F90,1
F900,ICD10,1
F900,Block F90-F98,1
F90,Chapter V,1
F90,ICD10,1
F90,Block F90-F98,1
Block F90-F98,Chapter V,1
Block F90-F98,ICD10,1
F901,Chapter V,1
F901,F90,1
F901,ICD10,1
F901,Block F90-F98,1
F908,Chapter V,1
F908,F90,1
F908,ICD10,1
F908,Block F90-F98,1
F909,Chapter V,1
F909,F90,1
F909,ICD10,1
F909,Block F90-F98,1
F910,Chapter V,1
F910,ICD10,1
F910,Block F90-F98,1
F910,F91,1
F91,Chapter V,1
F91,ICD10,1
F91,Block F90-F98,1
F911,Chapter V,1
F911,ICD10,1
F911,Block F90-F98,1
F911,F91,1
F912,Chapter V,1
F912,ICD10,1
F912,Block F90-F98,1
F912,F91,1
F913,Chapter V,1
F913,ICD10,1
F913,Block F90-F98,1
F913,F91,1
F918,Chapter V,1
F918,ICD10,1
F918,Block F90-F98,1
F918,F91,1
F919,Chapter V,1
F919,ICD10,1
F919,Block F90-F98,1
F919,F91,1
F920,Chapter V,1
F920,ICD10,1
F920,F92,1
F920,Block F90-F98,1
F92,Chapter V,1
F92,ICD10,1
F92,Block F90-F98,1
F928,Chapter V,1
F928,ICD10,1
F928,F92,1
F928,Block F90-F98,1
F929,Chapter V,1
F929,ICD10,1
F929,F92,1
F929,Block F90-F98,1
F930,Chapter V,1
F930,F93,1
F930,ICD10,1
F930,Block F90-F98,1
F93,Chapter V,1
F93,ICD10,1
F93,Block F90-F98,1
F931,Chapter V,1
F931,F93,1
F931,ICD10,1
F931,Block F90-F98,1
F932,Chapter V,1
F932,F93,1
F932,ICD10,1
F932,Block F90-F98,1
F933,Chapter V,1
F933,F93,1
F933,ICD10,1
F933,Block F90-F98,1
F938,Chapter V,1
F938,F93,1
F938,ICD10,1
F938,Block F90-F98,1
F939,Chapter V,1
F939,F93,1
F939,ICD10,1
F939,Block F90-F98,1
F940,F94,1
F940,Chapter V,1
F940,ICD10,1
F940,Block F90-F98,1
F94,Chapter V,1
F94,ICD10,1
F94,Block F90-F98,1
F941,F94,1
F941,Chapter V,1
F941,ICD10,1
F941,Block F90-F98,1
F942,F94,1
F942,Chapter V,1
F942,ICD10,1
F942,Block F90-F98,1
F948,F94,1
F948,Chapter V,1
F948,ICD10,1
F948,Block F90-F98,1
F949,F94,1
F949,Chapter V,1
F949,ICD10,1
F949,Block F90-F98,1
F950,Chapter V,1
F950,ICD10,1
F950,F95,1
F950,Block F90-F98,1
F95,Chapter V,1
F95,ICD10,1
F95,Block F90-F98,1
F951,Chapter V,1
F951,ICD10,1
F951,F95,1
F951,Block F90-F98,1
F952,Chapter V,1
F952,ICD10,1
F952,F95,1
F952,Block F90-F98,1
F958,Chapter V,1
F958,ICD10,1
F958,F95,1
F958,Block F90-F98,1
F959,Chapter V,1
F959,ICD10,1
F959,F95,1
F959,Block F90-F98,1
F980,Chapter V,1
F980,F98,1
F980,ICD10,1
F980,Block F90-F98,1
F98,Chapter V,1
F98,ICD10,1
F98,Block F90-F98,1
F981,Chapter V,1
F981,F98,1
F981,ICD10,1
F981,Block F90-F98,1
F982,Chapter V,1
F982,F98,1
F982,ICD10,1
F982,Block F90-F98,1
F983,Chapter V,1
F983,F98,1
F983,ICD10,1
F983,Block F90-F98,1
F984,Chapter V,1
F984,F98,1
F984,ICD10,1
F984,Block F90-F98,1
F985,Chapter V,1
F985,F98,1
F985,ICD10,1
F985,Block F90-F98,1
F986,Chapter V,1
F986,F98,1
F986,ICD10,1
F986,Block F90-F98,1
F988,Chapter V,1
F988,F98,1
F988,ICD10,1
F988,Block F90-F98,1
F989,Chapter V,1
F989,F98,1
F989,ICD10,1
F989,Block F90-F98,1
F99,Chapter V,1
F99,Block F99-F99,1
F99,ICD10,1
Block F99-F99,Chapter V,1
Block F99-F99,ICD10,1
G000,ICD10,1
G000,Chapter VI,1
G000,Block G00-G09,1
G000,G00,1
G00,ICD10,1
G00,Chapter VI,1
G00,Block G00-G09,1
Block G00-G09,Chapter VI,1
Block G00-G09,ICD10,1
Chapter VI,ICD10,1
G001,ICD10,1
G001,Chapter VI,1
G001,Block G00-G09,1
G001,G00,1
G002,ICD10,1
G002,Chapter VI,1
G002,Block G00-G09,1
G002,G00,1
G003,ICD10,1
G003,Chapter VI,1
G003,Block G00-G09,1
G003,G00,1
G008,ICD10,1
G008,Chapter VI,1
G008,Block G00-G09,1
G008,G00,1
G009,ICD10,1
G009,Chapter VI,1
G009,Block G00-G09,1
G009,G00,1
G01,ICD10,1
G01,Chapter VI,1
G01,Block G00-G09,1
G020,ICD10,1
G020,G02,1
G020,Chapter VI,1
G020,Block G00-G09,1
G02,ICD10,1
G02,Chapter VI,1
G02,Block G00-G09,1
G021,ICD10,1
G021,G02,1
G021,Chapter VI,1
G021,Block G00-G09,1
G028,ICD10,1
G028,G02,1
G028,Chapter VI,1
G028,Block G00-G09,1
G030,Block G00-G09,1
G030,G03,1
G030,Chapter VI,1
G030,ICD10,1
G03,ICD10,1
G03,Chapter VI,1
G03,Block G00-G09,1
G031,Block G00-G09,1
G031,G03,1
G031,Chapter VI,1
G031,ICD10,1
G032,Block G00-G09,1
G032,G03,1
G032,Chapter VI,1
G032,ICD10,1
G038,Block G00-G09,1
G038,G03,1
G038,Chapter VI,1
G038,ICD10,1
G039,Block G00-G09,1
G039,G03,1
G039,Chapter VI,1
G039,ICD10,1
G040,ICD10,1
G040,Chapter VI,1
G040,Block G00-G09,1
G040,G04,1
G04,ICD10,1
G04,Chapter VI,1
G04,Block G00-G09,1
G041,ICD10,1
G041,Chapter VI,1
G041,Block G00-G09,1
G041,G04,1
G042,ICD10,1
G042,Chapter VI,1
G042,Block G00-G09,1
G042,G04,1
G048,ICD10,1
G048,Chapter VI,1
G048,Block G00-G09,1
G048,G04,1
G049,ICD10,1
G049,Chapter VI,1
G049,Block G00-G09,1
G049,G04,1
G050,G05,1
G050,ICD10,1
G050,Chapter VI,1
G050,Block G00-G09,1
G05,ICD10,1
G05,Chapter VI,1
G05,Block G00-G09,1
G051,G05,1
G051,ICD10,1
G051,Chapter VI,1
G051,Block G00-G09,1
G052,G05,1
G052,ICD10,1
G052,Chapter VI,1
G052,Block G00-G09,1
G058,G05,1
G058,ICD10,1
G058,Chapter VI,1
G058,Block G00-G09,1
G060,ICD10,1
G060,Chapter VI,1
G060,Block G00-G09,1
G060,G06,1
G06,ICD10,1
G06,Chapter VI,1
G06,Block G00-G09,1
G061,ICD10,1
G061,Chapter VI,1
G061,Block G00-G09,1
G061,G06,1
G062,ICD10,1
G062,Chapter VI,1
G062,Block G00-G09,1
G062,G06,1
G07,ICD10,1
G07,Chapter VI,1
G07,Block G00-G09,1
G08,ICD10,1
G08,Chapter VI,1
G08,Block G00-G09,1
G09,ICD10,1
G09,Chapter VI,1
G09,Block G00-G09,1
G10,Chapter VI,1
G10,ICD10,1
G10,Block G10-G14,1
Block G10-G14,Chapter VI,1
Block G10-G14,ICD10,1
G110,G11,1
G110,Chapter VI,1
G110,ICD10,1
G110,Block G10-G14,1
G11,Chapter VI,1
G11,ICD10,1
G11,Block G10-G14,1
G111,G11,1
G111,Chapter VI,1
G111,ICD10,1
G111,Block G10-G14,1
G112,G11,1
G112,Chapter VI,1
G112,ICD10,1
G112,Block G10-G14,1
G113,G11,1
G113,Chapter VI,1
G113,ICD10,1
G113,Block G10-G14,1
G114,G11,1
G114,Chapter VI,1
G114,ICD10,1
G114,Block G10-G14,1
G118,G11,1
G118,Chapter VI,1
G118,ICD10,1
G118,Block G10-G14,1
G119,G11,1
G119,Chapter VI,1
G119,ICD10,1
G119,Block G10-G14,1
G120,ICD10,1
G120,Chapter VI,1
G120,G12,1
G120,Block G10-G14,1
G12,Chapter VI,1
G12,ICD10,1
G12,Block G10-G14,1
G121,ICD10,1
G121,Chapter VI,1
G121,G12,1
G121,Block G10-G14,1
G122,ICD10,1
G122,Chapter VI,1
G122,G12,1
G122,Block G10-G14,1
G128,ICD10,1
G128,Chapter VI,1
G128,G12,1
G128,Block G10-G14,1
G129,ICD10,1
G129,Chapter VI,1
G129,G12,1
G129,Block G10-G14,1
G130,G13,1
G130,Chapter VI,1
G130,ICD10,1
G130,Block G10-G14,1
G13,Chapter VI,1
G13,ICD10,1
G13,Block G10-G14,1
G131,G13,1
G131,Chapter VI,1
G131,ICD10,1
G131,Block G10-G14,1
G132,G13,1
G132,Chapter VI,1
G132,ICD10,1
G132,Block G10-G14,1
G138,G13,1
G138,Chapter VI,1
G138,ICD10,1
G138,Block G10-G14,1
G14,Chapter VI,1
G14,ICD10,1
G14,Block G10-G14,1
G20,Block G20-G26,1
G20,Chapter VI,1
G20,ICD10,1
Block G20-G26,Chapter VI,1
Block G20-G26,ICD10,1
G210,Block G20-G26,1
G210,Chapter VI,1
G210,ICD10,1
G210,G21,1
G21,Block G20-G26,1
G21,Chapter VI,1
G21,ICD10,1
G211,Block G20-G26,1
G211,Chapter VI,1
G211,ICD10,1
G211,G21,1
G212,Block G20-G26,1
G212,Chapter VI,1
G212,ICD10,1
G212,G21,1
G213,Block G20-G26,1
G213,Chapter VI,1
G213,ICD10,1
G213,G21,1
G214,Block G20-G26,1
G214,Chapter VI,1
G214,ICD10,1
G214,G21,1
G218,Block G20-G26,1
G218,Chapter VI,1
G218,ICD10,1
G218,G21,1
G219,Block G20-G26,1
G219,Chapter VI,1
G219,ICD10,1
G219,G21,1
G22,Block G20-G26,1
G22,Chapter VI,1
G22,ICD10,1
G230,G23,1
G230,Chapter VI,1
G230,ICD10,1
G230,Block G20-G26,1
G23,Block G20-G26,1
G23,Chapter VI,1
G23,ICD10,1
G231,G23,1
G231,Chapter VI,1
G231,ICD10,1
G231,Block G20-G26,1
G232,G23,1
G232,Chapter VI,1
G232,ICD10,1
G232,Block G20-G26,1
G233,G23,1
G233,Chapter VI,1
G233,ICD10,1
G233,Block G20-G26,1
G238,G23,1
G238,Chapter VI,1
G238,ICD10,1
G238,Block G20-G26,1
G239,G23,1
G239,Chapter VI,1
G239,ICD10,1
G239,Block G20-G26,1
G240,Block G20-G26,1
G240,ICD10,1
G240,Chapter VI,1
G240,G24,1
G24,Block G20-G26,1
G24,Chapter VI,1
G24,ICD10,1
G241,Block G20-G26,1
G241,ICD10,1
G241,Chapter VI,1
G241,G24,1
G242,Block G20-G26,1
G242,ICD10,1
G242,Chapter VI,1
G242,G24,1
G243,Block G20-G26,1
G243,ICD10,1
G243,Chapter VI,1
G243,G24,1
G244,Block G20-G26,1
G244,ICD10,1
G244,Chapter VI,1
G244,G24,1
G245,Block G20-G26,1
G245,ICD10,1
G245,Chapter VI,1
G245,G24,1
G248,Block G20-G26,1
G248,ICD10,1
G248,Chapter VI,1
G248,G24,1
G249,Block G20-G26,1
G249,ICD10,1
G249,Chapter VI,1
G249,G24,1
G250,Block G20-G26,1
G250,ICD10,1
G250,Chapter VI,1
G250,G25,1
G25,Block G20-G26,1
G25,Chapter VI,1
G25,ICD10,1
G251,Block G20-G26,1
G251,ICD10,1
G251,Chapter VI,1
G251,G25,1
G252,Block G20-G26,1
G252,ICD10,1
G252,Chapter VI,1
G252,G25,1
G253,Block G20-G26,1
G253,ICD10,1
G253,Chapter VI,1
G253,G25,1
G254,Block G20-G26,1
G254,ICD10,1
G254,Chapter VI,1
G254,G25,1
G255,Block G20-G26,1
G255,ICD10,1
G255,Chapter VI,1
G255,G25,1
G256,Block G20-G26,1
G256,ICD10,1
G256,Chapter VI,1
G256,G25,1
G258,Block G20-G26,1
G258,ICD10,1
G258,Chapter VI,1
G258,G25,1
G259,Block G20-G26,1
G259,ICD10,1
G259,Chapter VI,1
G259,G25,1
G26,Block G20-G26,1
G26,Chapter VI,1
G26,ICD10,1
G300,G30,1
G300,Chapter VI,1
G300,ICD10,1
G300,Block G30-G32,1
G30,Chapter VI,1
G30,ICD10,1
G30,Block G30-G32,1
Block G30-G32,Chapter VI,1
Block G30-G32,ICD10,1
G301,G30,1
G301,Chapter VI,1
G301,ICD10,1
G301,Block G30-G32,1
G308,G30,1
G308,Chapter VI,1
G308,ICD10,1
G308,Block G30-G32,1
G309,G30,1
G309,Chapter VI,1
G309,ICD10,1
G309,Block G30-G32,1
G310,Chapter VI,1
G310,ICD10,1
G310,Block G30-G32,1
G310,G31,1
G31,Chapter VI,1
G31,ICD10,1
G31,Block G30-G32,1
G311,Chapter VI,1
G311,ICD10,1
G311,Block G30-G32,1
G311,G31,1
G312,Chapter VI,1
G312,ICD10,1
G312,Block G30-G32,1
G312,G31,1
G318,Chapter VI,1
G318,ICD10,1
G318,Block G30-G32,1
G318,G31,1
G319,Chapter VI,1
G319,ICD10,1
G319,Block G30-G32,1
G319,G31,1
G320,Chapter VI,1
G320,ICD10,1
G320,Block G30-G32,1
G320,G32,1
G32,Chapter VI,1
G32,ICD10,1
G32,Block G30-G32,1
G328,Chapter VI,1
G328,ICD10,1
G328,Block G30-G32,1
G328,G32,1
G35,Block G35-G37,1
G35,ICD10,1
G35,Chapter VI,1
Block G35-G37,Chapter VI,1
Block G35-G37,ICD10,1
G360,G36,1
G360,Block G35-G37,1
G360,ICD10,1
G360,Chapter VI,1
G36,Block G35-G37,1
G36,ICD10,1
G36,Chapter VI,1
G361,G36,1
G361,Block G35-G37,1
G361,ICD10,1
G361,Chapter VI,1
G368,G36,1
G368,Block G35-G37,1
G368,ICD10,1
G368,Chapter VI,1
G369,G36,1
G369,Block G35-G37,1
G369,ICD10,1
G369,Chapter VI,1
G370,G37,1
G370,Block G35-G37,1
G370,ICD10,1
G370,Chapter VI,1
G37,Block G35-G37,1
G37,ICD10,1
G37,Chapter VI,1
G371,G37,1
G371,Block G35-G37,1
G371,ICD10,1
G371,Chapter VI,1
G372,G37,1
G372,Block G35-G37,1
G372,ICD10,1
G372,Chapter VI,1
G373,G37,1
G373,Block G35-G37,1
G373,ICD10,1
G373,Chapter VI,1
G374,G37,1
G374,Block G35-G37,1
G374,ICD10,1
G374,Chapter VI,1
G375,G37,1
G375,Block G35-G37,1
G375,ICD10,1
G375,Chapter VI,1
G378,G37,1
G378,Block G35-G37,1
G378,ICD10,1
G378,Chapter VI,1
G379,G37,1
G379,Block G35-G37,1
G379,ICD10,1
G379,Chapter VI,1
G400,Block G40-G47,1
G400,ICD10,1
G400,Chapter VI,1
G400,G40,1
G40,Block G40-G47,1
G40,Chapter VI,1
G40,ICD10,1
Block G40-G47,Chapter VI,1
Block G40-G47,ICD10,1
G401,Block G40-G47,1
G401,ICD10,1
G401,Chapter VI,1
G401,G40,1
G402,Block G40-G47,1
G402,ICD10,1
G402,Chapter VI,1
G402,G40,1
G403,Block G40-G47,1
G403,ICD10,1
G403,Chapter VI,1
G403,G40,1
G404,Block G40-G47,1
G404,ICD10,1
G404,Chapter VI,1
G404,G40,1
G405,Block G40-G47,1
G405,ICD10,1
G405,Chapter VI,1
G405,G40,1
G406,Block G40-G47,1
G406,ICD10,1
G406,Chapter VI,1
G406,G40,1
G407,Block G40-G47,1
G407,ICD10,1
G407,Chapter VI,1
G407,G40,1
G408,Block G40-G47,1
G408,ICD10,1
G408,Chapter VI,1
G408,G40,1
G409,Block G40-G47,1
G409,ICD10,1
G409,Chapter VI,1
G409,G40,1
G410,Block G40-G47,1
G410,G41,1
G410,ICD10,1
G410,Chapter VI,1
G41,Block G40-G47,1
G41,Chapter VI,1
G41,ICD10,1
G411,Block G40-G47,1
G411,G41,1
G411,ICD10,1
G411,Chapter VI,1
G412,Block G40-G47,1
G412,G41,1
G412,ICD10,1
G412,Chapter VI,1
G418,Block G40-G47,1
G418,G41,1
G418,ICD10,1
G418,Chapter VI,1
G419,Block G40-G47,1
G419,G41,1
G419,ICD10,1
G419,Chapter VI,1
G430,Block G40-G47,1
G430,G43,1
G430,Chapter VI,1
G430,ICD10,1
G43,Block G40-G47,1
G43,Chapter VI,1
G43,ICD10,1
G431,Block G40-G47,1
G431,G43,1
G431,Chapter VI,1
G431,ICD10,1
G432,Block G40-G47,1
G432,G43,1
G432,Chapter VI,1
G432,ICD10,1
G433,Block G40-G47,1
G433,G43,1
G433,Chapter VI,1
G433,ICD10,1
G438,Block G40-G47,1
G438,G43,1
G438,Chapter VI,1
G438,ICD10,1
G439,Block G40-G47,1
G439,G43,1
G439,Chapter VI,1
G439,ICD10,1
G440,Block G40-G47,1
G440,Chapter VI,1
G440,ICD10,1
G440,G44,1
G44,Block G40-G47,1
G44,Chapter VI,1
G44,ICD10,1
G441,Block G40-G47,1
G441,Chapter VI,1
G441,ICD10,1
G441,G44,1
G442,Block G40-G47,1
G442,Chapter VI,1
G442,ICD10,1
G442,G44,1
G443,Block G40-G47,1
G443,Chapter VI,1
G443,ICD10,1
G443,G44,1
G444,Block G40-G47,1
G444,Chapter VI,1
G444,ICD10,1
G444,G44,1
G448,Block G40-G47,1
G448,Chapter VI,1
G448,ICD10,1
G448,G44,1
G450,G45,1
G450,Block G40-G47,1
G450,ICD10,1
G450,Chapter VI,1
G45,Block G40-G47,1
G45,Chapter VI,1
G45,ICD10,1
G451,G45,1
G451,Block G40-G47,1
G451,ICD10,1
G451,Chapter VI,1
G452,G45,1
G452,Block G40-G47,1
G452,ICD10,1
G452,Chapter VI,1
G453,G45,1
